"Eid","Ename","Experience","Total_projects","Rating","Area_of_Interest_1","Area_of_Interest_2","Area_of_Interest_3","Language1","Language2","Language3","AI_project_count","ML_project_count","JS_project_count","Java_project_count","DotNet_project_count","Mobile_project_count","Designation","Python","Machine Learning","Deep Learning","Data Analysis","Asp.Net","Ado.Net","VB.Net","C#","Java","Spring Boot","Hibernate","NLP","CV","JS","React","Node","Angular","Dart","Flutter","Vb.Net"
522,"Berniece Cockrell",18,29,1.6,"Machine Learning","DotNet","JS","English","Chinese","Telugu",8,4,7,3,3,4,"Project Manager",4,4,4,4,3,3,0,3,1,1,1,1,1,2,2,2,2,1,1,3
523,"Yoshiko Mcdonald",16,19,1.2,"Mobile","DotNet","Machine Learning","English","Kannada","Telugu",5,3,4,3,0,4,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,1
524,"Angie Eberts",5,8,1.6,"DotNet","JS","Java","English","Tamil","Kannada",1,1,2,0,2,2,"Programmer-2",1,1,1,1,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4
525,"Diane Gregory",17,24,1.4,"DotNet","Mobile","Machine Learning","English","Kannada","Malayalam",5,3,3,8,4,1,"Team Lead",2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4
526,"Kimberly Deen",2,9,4.5,"Machine Learning","JS","AI","English","Hindi","Telugu",0,1,5,1,2,0,"Programmer-2",4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,0,0,1
527,"Maureen Craddock",13,17,1.3,"Mobile","AI","DotNet","English","Tamil","Kannada",1,2,2,1,3,8,"Team Lead",1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2
528,"David Owens",20,22,1.1,"Java","JS","DotNet","English","Telugu","Japenese",5,4,6,1,3,3,"Team Lead",1,1,1,1,2,2,0,2,4,4,4,1,1,3,3,3,3,1,1,2
529,"Doyle Werts",15,17,1.1,"Java","DotNet","JS","English","Chinese","Telugu",3,1,6,3,2,2,"Team Lead",1,1,1,1,3,3,0,3,4,4,4,1,1,2,2,2,2,1,1,3
530,"Charlotte Suarez",17,18,1.1,"Mobile","JS","Java","English","Chinese","Hindi",2,4,4,6,1,1,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,1,1,3,3,3,3,4,4,1
531,"Terry Laughlin",11,6,0.5,"Mobile","AI","DotNet","English","Tamil","Telugu",1,0,2,0,2,1,"Programmer-3",1,0,0,0,2,2,0,2,1,0,0,3,3,1,1,1,1,4,4,2
532,"Angelina Scerra",14,13,0.9,"DotNet","Mobile","Machine Learning","English","Telugu","Chinese",5,2,1,4,1,0,"Deployment-1",2,2,2,2,4,4,0,4,1,1,1,1,1,1,1,1,1,1,1,4
533,"Scott Billings",17,22,1.3,"Java","JS","AI","English","Telugu","Kannada",2,4,6,2,4,4,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,2,2,3,3,3,3,1,1,1
534,"Laura Pouncey",13,15,1.2,"Java","Machine Learning","DotNet","English","Tamil","Chinese",4,1,2,5,2,1,"Team Lead",3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2
535,"Ericka Burke",5,3,0.6,"DotNet","JS","Machine Learning","English","Chinese","Tamil",1,1,0,1,0,0,"Programmer-3",2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1
536,"Hazel Stanley",14,18,1.3,"Java","JS","DotNet","English","Tamil","Telugu",0,3,4,1,5,5,"Team Lead",1,1,1,1,2,2,0,2,4,4,4,0,0,3,3,3,3,1,1,2
537,"Harry Vanhouten",14,16,1.1,"Machine Learning","JS","Java","English","Chinese","Japenese",3,6,1,3,2,1,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1
538,"Mary Palomo",10,9,0.9,"JS","AI","Mobile","English","Telugu","Kannada",0,2,2,3,1,1,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1
539,"Steven Manley",4,4,1,"DotNet","AI","Mobile","English","Tamil","Hindi",1,0,1,1,1,0,"Programmer-3",1,0,0,0,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4
540,"Brittany Vario",7,6,0.9,"Machine Learning","Mobile","AI","English","Malayalam","Tamil",1,0,0,2,0,3,"Programmer-3",1,1,1,1,0,0,0,1,1,1,1,2,2,1,0,0,0,3,3,0
541,"Lloyd Baker",6,18,3,"DotNet","Java","Machine Learning","English","Malayalam","Chinese",3,1,4,4,5,1,"Programmer-1",2,2,2,2,4,4,0,4,3,3,3,1,1,1,1,1,1,1,1,4
542,"Luke Strause",17,20,1.2,"AI","DotNet","Machine Learning","English","Malayalam","Telugu",7,6,1,3,2,1,"Team Lead",2,2,2,2,3,3,0,3,1,1,1,4,4,1,1,1,1,1,1,3
543,"Elizabeth Kelly",9,7,0.8,"JS","DotNet","Java","English","Hindi","Tamil",4,1,1,1,0,0,"Programmer-3",1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,0,0,1
544,"Jane Truong",22,15,0.7,"Java","AI","JS","English","Japenese","Telugu",2,2,3,3,2,3,"Deployment-1",1,1,1,1,1,1,0,1,4,4,4,3,3,2,2,2,2,1,1,1
545,"Gene Latimer",9,18,2,"AI","Machine Learning","Mobile","English","Malayalam","Telugu",3,1,4,3,3,4,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,4,4,1,1,1,1,2,2,1
546,"Petra Gaskin",7,14,2,"Machine Learning","AI","DotNet","English","Malayalam","Kannada",2,2,6,1,0,3,"Programmer-1",4,4,4,4,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1
547,"Anna Chavez",23,15,0.7,"Machine Learning","DotNet","Mobile","English","Telugu","Hindi",2,1,4,5,2,1,"Deployment-1",4,4,4,4,3,3,0,3,1,1,1,1,1,1,1,1,1,2,2,3
548,"Margaret Crowder",2,7,3.5,"AI","DotNet","JS","English","Chinese","Tamil",1,2,1,1,0,2,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
549,"Jean Smith",2,2,1,"Mobile","Machine Learning","JS","English","Chinese","Telugu",0,0,2,0,0,0,"Programmer-3",1,1,1,1,0,0,0,1,1,0,0,0,0,2,2,2,2,1,1,0
550,"Esperanza Urreta",21,27,1.3,"DotNet","Java","Mobile","English","Hindi","Chinese",6,3,4,5,4,5,"Team Lead",1,1,1,1,4,4,0,4,3,3,3,1,1,1,1,1,1,2,2,4
551,"Saundra Rodriguez",22,20,0.9,"DotNet","Machine Learning","Java","English","Hindi","Kannada",2,4,2,5,3,4,"Deployment-1",3,3,3,3,4,4,0,4,2,2,2,1,1,1,1,1,1,1,1,4
552,"Freda Bass",7,10,1.4,"JS","DotNet","Mobile","English","Japenese","Tamil",1,2,1,4,2,0,"Deployment-1",1,1,1,1,3,3,0,3,1,1,1,1,1,4,4,4,4,1,1,3
553,"Crystal Olvera",10,18,1.8,"AI","Java","JS","English","Tamil","Malayalam",3,3,0,5,2,5,"Team Lead",1,1,1,1,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1
554,"Reginald Robinson",18,19,1.1,"Machine Learning","AI","Java","English","Japenese","Hindi",7,4,2,1,4,1,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1
555,"Zachary Harrell",23,20,0.9,"Machine Learning","JS","AI","English","Tamil","Telugu",4,3,4,0,6,3,"Deployment-1",4,4,4,4,1,1,0,1,1,0,0,2,2,3,3,3,3,1,1,1
556,"Kenneth Frey",12,17,1.4,"Mobile","AI","DotNet","English","Telugu","Tamil",4,3,2,5,2,1,"Team Lead",1,1,1,1,2,2,0,2,1,1,1,3,3,1,1,1,1,4,4,2
557,"Grace Perigo",11,16,1.5,"AI","Mobile","Java","English","Telugu","Hindi",1,3,2,6,3,1,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,4,4,1,1,1,1,3,3,1
558,"Mildred Beaudette",16,26,1.6,"JS","Mobile","Machine Learning","English","Kannada","Chinese",7,3,5,6,4,1,"Project Manager",2,2,2,2,1,1,0,1,1,1,1,1,1,4,4,4,4,3,3,1
559,"Zachary Murphy",8,17,2.1,"DotNet","JS","Machine Learning","English","Telugu","Malayalam",2,4,3,2,4,2,"Programmer-1",2,2,2,2,4,4,0,4,1,1,1,1,1,3,3,3,3,1,1,4
560,"Barbara Bell",19,28,1.5,"Java","DotNet","Mobile","English","Malayalam","Telugu",3,5,5,4,4,7,"Team Lead",1,1,1,1,3,3,0,3,4,4,4,1,1,1,1,1,1,2,2,3
561,"Julie Flaherty",15,6,0.4,"AI","DotNet","Machine Learning","English","Chinese","Tamil",1,1,0,2,0,2,"Testing and Debugging",2,2,2,2,1,1,0,1,1,1,1,4,4,1,0,0,0,1,1,1
562,"Holly Barrows",17,21,1.2,"Machine Learning","JS","Mobile","English","Telugu","Malayalam",5,3,5,2,3,3,"Team Lead",4,4,4,4,1,1,0,1,1,1,1,1,1,3,3,3,3,2,2,1
563,"Kristina Townley",7,10,1.4,"Java","AI","Mobile","English","Japenese","Telugu",2,1,4,2,1,0,"Deployment-2",1,1,1,1,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1
564,"Lindsay Jobe",18,15,0.8,"JS","Machine Learning","Mobile","English","Chinese","Kannada",1,6,0,2,3,3,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,1,1,1,1,1,1,2,2,1
565,"Jennifer Moore",13,7,0.5,"DotNet","Mobile","JS","English","Telugu","Chinese",2,1,2,1,0,1,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1
566,"Bill Sukhu",13,17,1.3,"Java","Machine Learning","JS","English","Malayalam","Hindi",3,4,1,3,5,1,"Team Lead",3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1
567,"Dolores Hickman",20,18,0.9,"Machine Learning","Mobile","Java","English","Telugu","Malayalam",3,5,5,1,0,4,"Deployment-2",4,4,4,4,0,0,0,1,2,2,2,1,1,1,1,1,1,3,3,0
568,"Anthony Ludlow",16,16,1,"Java","Machine Learning","JS","English","Kannada","Chinese",5,3,2,3,2,1,"Deployment-1",3,3,3,3,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1
569,"Robert Clark",18,22,1.2,"JS","Machine Learning","AI","English","Kannada","Chinese",9,2,2,2,5,2,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1
570,"Larry Harris",15,15,1,"Java","Machine Learning","JS","English","Hindi","Malayalam",4,2,2,0,4,3,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,1,1,2,2,2,2,1,1,1
571,"Derrick Carter",4,7,1.8,"Java","AI","DotNet","English","Hindi","Malayalam",0,3,0,0,0,4,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
572,"Betsy Jackson",3,3,1,"DotNet","AI","Machine Learning","English","Kannada","Telugu",1,0,1,1,0,0,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,0,0,1
573,"Minnie Rubin",12,9,0.8,"Machine Learning","Java","AI","English","Chinese","Tamil",2,3,2,0,2,0,"Programmer-3",4,4,4,4,1,1,0,1,1,1,1,2,2,1,1,1,1,0,0,1
574,"Elsa Gilliland",18,26,1.4,"Mobile","DotNet","Java","English","Japenese","Tamil",4,5,3,4,2,8,"Team Lead",1,1,1,1,3,3,0,3,2,2,2,1,1,1,1,1,1,4,4,3
575,"Darrell Desjardins",22,28,1.3,"AI","Machine Learning","Java","English","Chinese","Hindi",8,5,5,1,8,1,"Team Lead",3,3,3,3,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1
576,"Anita Pearsall",17,17,1,"JS","DotNet","Machine Learning","English","Tamil","Hindi",2,4,3,3,2,3,"Deployment-1",2,2,2,2,3,3,0,3,1,1,1,1,1,4,4,4,4,1,1,3
577,"Sharon Scerbo",3,6,2,"DotNet","JS","AI","English","Telugu","Japenese",5,0,0,0,0,1,"Programmer-2",1,0,0,0,1,1,0,1,1,0,0,2,2,1,1,1,1,1,1,1
578,"Brooke Rounds",18,23,1.3,"AI","Machine Learning","JS","English","Hindi","Japenese",2,3,5,6,2,5,"Team Lead",3,3,3,3,1,1,0,1,1,1,1,4,4,2,2,2,2,1,1,1
579,"Allen Peterson",5,7,1.4,"AI","Machine Learning","Mobile","English","Kannada","Hindi",1,2,0,1,1,2,"Programmer-2",3,3,3,3,1,1,0,1,1,1,1,4,4,1,0,0,0,2,2,1
580,"Norman Jones",14,10,0.7,"JS","Machine Learning","Java","English","Malayalam","Telugu",3,0,0,3,3,1,"Deployment-1",1,1,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,1
581,"Margaret Miller",24,24,1,"JS","Machine Learning","Mobile","English","Malayalam","Telugu",2,4,5,4,4,5,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,1,1,4,4,4,4,2,2,1
582,"David Lowry",6,5,0.8,"Java","Machine Learning","JS","English","Kannada","Telugu",1,2,1,0,0,1,"Programmer-3",3,3,3,3,0,0,0,1,1,1,1,1,1,2,2,2,2,1,1,0
583,"Ray Scarnati",24,20,0.8,"AI","JS","Machine Learning","English","Telugu","Malayalam",1,2,4,7,4,2,"Deployment-1",2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1
584,"Maria Blevins",8,6,0.8,"Java","JS","Machine Learning","English","Chinese","Japenese",2,1,1,0,1,1,"Programmer-3",2,2,2,2,1,1,0,1,1,1,1,1,1,3,3,3,3,1,1,1
585,"Jenny Baxter",13,12,0.9,"JS","Java","DotNet","English","Chinese","Kannada",3,0,3,1,4,1,"Deployment-1",1,0,0,0,2,2,0,2,3,3,3,1,1,4,4,4,4,1,1,2
586,"Sarah Marshall",23,16,0.7,"AI","JS","Machine Learning","English","Japenese","Telugu",4,5,1,3,1,2,"Deployment-1",2,2,2,2,1,1,0,1,1,1,1,4,4,3,3,3,3,1,1,1
587,"William Britt",7,10,1.4,"Java","AI","JS","English","Chinese","Kannada",3,2,0,1,3,1,"Deployment-1",1,1,1,1,1,1,0,1,4,4,4,3,3,1,1,1,1,1,1,1
588,"Dale Hardy",21,21,1,"Mobile","Java","Machine Learning","English","Japenese","Kannada",3,4,4,4,2,4,"Deployment-1",2,2,2,2,1,1,0,1,3,3,3,1,1,1,1,1,1,4,4,1
589,"Mark Tacadina",24,20,0.8,"Java","Machine Learning","Mobile","English","Tamil","Hindi",2,6,4,2,2,4,"Deployment-2",3,3,3,3,1,1,0,1,4,4,4,1,1,1,1,1,1,2,2,1
590,"Renee Jackson",2,2,1,"Java","JS","Mobile","English","Japenese","Hindi",1,0,1,0,0,0,"Programmer-3",1,0,0,0,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0
591,"Jessica Mitchell",6,19,3.2,"Java","DotNet","Machine Learning","English","Hindi","Chinese",7,4,1,4,2,1,"Programmer-1",2,2,2,2,3,3,0,3,4,4,4,1,1,1,1,1,1,1,1,3
592,"Violet Vincent",22,19,0.9,"AI","Java","Machine Learning","English","Japenese","Tamil",2,3,2,5,5,2,"Deployment-1",2,2,2,2,1,1,0,1,3,3,3,4,4,1,1,1,1,1,1,1
593,"Dorene Moore",12,17,1.4,"Machine Learning","Java","Mobile","English","Japenese","Tamil",4,6,0,1,2,4,"Team Lead",4,4,4,4,1,1,0,1,3,3,3,1,1,1,0,0,0,2,2,1
594,"Elliot Parenteau",17,29,1.7,"DotNet","Mobile","JS","English","Malayalam","Kannada",7,3,5,5,4,5,"Project Manager",1,1,1,1,4,4,0,4,1,1,1,1,1,2,2,2,2,3,3,4
595,"Mario Crafton",4,7,1.8,"Mobile","Machine Learning","AI","English","Malayalam","Japenese",0,4,0,1,1,1,"Programmer-2",3,3,3,3,1,1,0,1,1,1,1,1,1,1,0,0,0,4,4,1
596,"Henry Williams",18,25,1.4,"Machine Learning","AI","Java","English","Malayalam","Kannada",4,7,3,5,4,2,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,3,3,1,1,1,1,1,1,1
597,"Ruby Peters",5,8,1.6,"AI","JS","Mobile","English","Kannada","Chinese",1,4,0,0,2,1,"Programmer-2",1,1,1,1,1,1,0,1,1,0,0,4,4,1,1,1,1,2,2,1
598,"Eunice Mullen",19,23,1.2,"JS","Machine Learning","Java","English","Malayalam","Telugu",2,2,7,3,5,4,"Team Lead",3,3,3,3,1,1,0,1,2,2,2,1,1,4,4,4,4,1,1,1
599,"Betty Wood",20,26,1.3,"DotNet","JS","Java","English","Malayalam","Telugu",6,5,5,4,2,4,"Team Lead",1,1,1,1,4,4,0,4,2,2,2,1,1,3,3,3,3,1,1,4
600,"Michael Everson",15,13,0.9,"Java","AI","JS","English","Hindi","Tamil",0,5,3,2,1,2,"Deployment-2",1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,1,1,1
601,"Jamal Kelley",3,5,1.7,"Java","JS","Machine Learning","English","Telugu","Japenese",1,0,2,0,2,0,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,3,3,0,0,1
602,"Joe Ponce",4,7,1.8,"JS","AI","Mobile","English","Japenese","Chinese",3,2,0,2,0,0,"Programmer-2",1,1,1,1,0,0,0,1,1,1,1,3,3,1,1,1,1,1,1,0
603,"Kevin Gonzales",21,23,1.1,"Java","Mobile","JS","English","Malayalam","Hindi",3,3,7,2,4,4,"Team Lead",1,1,1,1,1,1,0,1,4,4,4,1,1,2,2,2,2,3,3,1
604,"Rolando Jones",7,6,0.9,"Mobile","AI","Java","English","Chinese","Telugu",0,2,2,1,0,1,"Programmer-3",1,1,1,1,0,0,0,1,2,2,2,1,1,1,1,1,1,4,4,0
605,"Dana Stout",22,20,0.9,"JS","Machine Learning","AI","English","Japenese","Hindi",3,4,4,4,4,1,"Deployment-1",3,3,3,3,1,1,0,1,1,1,1,2,2,4,4,4,4,1,1,1
606,"Jessica Clark",6,13,2.2,"DotNet","AI","Mobile","English","Chinese","Malayalam",3,5,3,0,1,1,"Programmer-1",1,1,1,1,4,4,0,4,1,0,0,3,3,1,1,1,1,2,2,4
607,"Manuel Jamison",10,12,1.2,"DotNet","Mobile","Java","English","Japenese","Tamil",2,4,2,0,3,1,"Team Lead",1,1,1,1,4,4,0,4,1,1,1,1,1,1,1,1,1,3,3,4
608,"Annette Watson",19,26,1.4,"JS","Mobile","Java","English","Chinese","Kannada",1,6,4,6,4,5,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1
609,"John Boisen",10,6,0.6,"Mobile","JS","Machine Learning","English","Chinese","Japenese",1,2,2,1,0,0,"Programmer-3",2,2,2,2,0,0,0,1,1,1,1,1,1,3,3,3,3,1,1,0
610,"Indira Broaddus",4,3,0.8,"Machine Learning","AI","JS","English","Telugu","Chinese",2,1,0,0,0,0,"Programmer-3",4,4,4,4,0,0,0,1,1,0,0,3,3,1,1,1,1,0,0,0
611,"Waldo Sanchez",4,6,1.5,"Java","AI","Machine Learning","English","Kannada","Tamil",5,0,1,0,0,0,"Programmer-2",1,1,1,1,0,0,0,1,1,1,1,3,3,1,1,1,1,0,0,0
612,"Stephanie Rosenzweig",8,11,1.4,"Java","Mobile","AI","English","Chinese","Tamil",0,2,3,0,3,3,"Deployment-1",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1
613,"Marie Mitchell",22,24,1.1,"Java","Mobile","Machine Learning","English","Tamil","Malayalam",6,1,2,5,4,6,"Team Lead",2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1
614,"Shawn Shackelford",22,23,1,"JS","Mobile","DotNet","English","Kannada","Tamil",4,4,3,1,7,4,"Team Lead",1,1,1,1,2,2,0,2,1,1,1,1,1,4,4,4,4,3,3,2
615,"Karen Sumler",17,25,1.5,"DotNet","AI","Machine Learning","English","Tamil","Malayalam",6,9,4,1,3,2,"Team Lead",2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4
616,"William Jeter",8,16,2,"AI","Mobile","JS","English","Hindi","Tamil",2,3,2,2,4,3,"Programmer-1",1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1
617,"Sylvia Eubanks",16,22,1.4,"AI","DotNet","Java","English","Telugu","Kannada",4,1,2,4,7,4,"Team Lead",1,1,1,1,3,3,0,3,2,2,2,4,4,1,1,1,1,1,1,3
618,"Gregory Nichols",22,28,1.3,"JS","Machine Learning","DotNet","English","Japenese","Tamil",6,4,2,8,5,3,"Team Lead",3,3,3,3,2,2,0,2,1,1,1,1,1,4,4,4,4,1,1,2
619,"Kathy Cook",4,7,1.8,"Machine Learning","Java","DotNet","English","Tamil","Japenese",3,1,0,0,1,2,"Programmer-2",4,4,4,4,2,2,0,2,1,1,1,1,1,1,0,0,0,1,1,2
620,"Alexander Graham",24,16,0.7,"AI","Mobile","Java","English","Chinese","Malayalam",4,4,3,2,3,0,"Deployment-1",1,1,1,1,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1
621,"Bennie Coffey",24,25,1,"Java","Machine Learning","DotNet","English","Hindi","Japenese",5,5,6,2,4,3,"Team Lead",3,3,3,3,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2
622,"Allison Patten",11,10,0.9,"DotNet","Mobile","AI","English","Telugu","Malayalam",3,1,1,3,1,1,"Deployment-1",1,1,1,1,4,4,0,4,1,1,1,2,2,1,1,1,1,3,3,4
623,"James Cacy",5,2,0.4,"JS","Machine Learning","Java","English","Kannada","Japenese",1,1,0,0,0,0,"Testing and Debugging",3,3,3,3,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0
624,"Terrell Timme",15,8,0.5,"AI","Java","Machine Learning","English","Japenese","Telugu",2,0,2,0,3,1,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,4,4,1,1,1,1,1,1,1
625,"Ronald Milar",14,19,1.4,"AI","Mobile","JS","English","Telugu","Tamil",5,3,5,1,3,2,"Team Lead",1,1,1,1,1,1,0,1,1,1,1,4,4,2,2,2,2,3,3,1
626,"Craig Girouard",11,15,1.4,"Machine Learning","JS","Java","English","Kannada","Tamil",1,3,2,5,1,3,"Team Lead",4,4,4,4,1,1,0,1,2,2,2,1,1,3,3,3,3,1,1,1
627,"Shelby Hillery",17,29,1.7,"DotNet","Machine Learning","Mobile","English","Japenese","Telugu",8,3,6,3,1,8,"Project Manager",3,3,3,3,4,4,0,4,1,1,1,1,1,1,1,1,1,2,2,4
628,"Patrick Biddle",10,16,1.6,"AI","DotNet","JS","English","Telugu","Tamil",3,0,2,5,3,3,"Team Lead",1,0,0,0,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3
629,"Michael Young",18,15,0.8,"Java","AI","JS","English","Tamil","Telugu",1,3,5,3,0,3,"Deployment-1",1,1,1,1,0,0,0,1,4,4,4,3,3,2,2,2,2,1,1,0
630,"Elizabeth Morreale",19,21,1.1,"JS","Mobile","DotNet","English","Tamil","Kannada",6,1,4,4,4,2,"Team Lead",1,1,1,1,2,2,0,2,1,1,1,1,1,4,4,4,4,3,3,2
631,"David Abraham",12,9,0.8,"Mobile","AI","Java","English","Hindi","Japenese",0,0,4,3,1,1,"Programmer-3",1,0,0,0,1,1,0,1,2,2,2,1,1,1,1,1,1,4,4,1
632,"Diana Burchett",5,7,1.4,"JS","Java","AI","English","Kannada","Tamil",3,3,1,0,0,0,"Programmer-2",1,1,1,1,0,0,0,1,1,1,1,2,2,4,4,4,4,0,0,0
633,"Courtney Bergeron",21,15,0.7,"AI","DotNet","JS","English","Malayalam","Hindi",2,5,1,3,2,2,"Deployment-1",1,1,1,1,3,3,0,3,1,1,1,4,4,2,2,2,2,1,1,3
634,"Clifford Boyd",2,9,4.5,"DotNet","Mobile","JS","English","Hindi","Tamil",2,2,2,1,0,2,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,2,2,3,3,1
635,"Deann Jefferies",17,26,1.5,"DotNet","Mobile","JS","English","Telugu","Kannada",5,3,7,3,6,2,"Project Manager",1,1,1,1,4,4,0,4,1,1,1,1,1,2,2,2,2,3,3,4
636,"Julius Latus",16,15,0.9,"Java","AI","Machine Learning","English","Malayalam","Telugu",1,3,0,2,5,4,"Deployment-1",2,2,2,2,1,1,0,1,4,4,4,3,3,1,0,0,0,1,1,1
637,"Sandra Cottingham",15,15,1,"Machine Learning","Java","AI","English","Chinese","Malayalam",5,4,1,1,2,2,"Testing and Debugging",4,4,4,4,1,1,0,1,3,3,3,2,2,1,1,1,1,1,1,1
638,"John Bennett",12,10,0.8,"Machine Learning","Mobile","Java","English","Tamil","Hindi",4,0,4,0,0,2,"Deployment-2",1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,3,3,0
639,"Amanda Marble",23,17,0.7,"JS","Mobile","Java","English","Kannada","Tamil",3,3,4,3,1,3,"Deployment-1",1,1,1,1,1,1,0,1,2,2,2,1,1,4,4,4,4,3,3,1
640,"Donald Carrier",7,15,2.1,"JS","AI","DotNet","English","Kannada","Hindi",1,4,3,3,4,0,"Programmer-1",1,1,1,1,2,2,0,2,1,1,1,3,3,4,4,4,4,0,0,2
641,"Lillian Walker",24,16,0.7,"Java","Mobile","Machine Learning","English","Japenese","Kannada",3,3,2,2,2,4,"Deployment-2",2,2,2,2,1,1,0,1,4,4,4,1,1,1,1,1,1,3,3,1
642,"Charles Hilde",19,26,1.4,"JS","DotNet","AI","English","Malayalam","Tamil",5,8,5,1,3,4,"Team Lead",1,1,1,1,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3
643,"Jeffrey Siddoway",6,15,2.5,"JS","DotNet","AI","English","Tamil","Kannada",5,0,4,3,2,1,"Programmer-1",1,0,0,0,3,3,0,3,1,1,1,2,2,4,4,4,4,1,1,3
644,"James Keys",8,15,1.9,"JS","AI","Java","English","Kannada","Tamil",1,3,2,5,2,2,"Programmer-1",1,1,1,1,1,1,0,1,2,2,2,3,3,4,4,4,4,1,1,1
645,"Sarah Cacioppo",2,4,2,"AI","Machine Learning","Mobile","English","Tamil","Telugu",0,0,2,1,1,0,"Programmer-2",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
646,"Evelyn Wallick",9,14,1.6,"AI","JS","Java","English","Tamil","Malayalam",2,1,2,1,3,5,"Team Lead",1,1,1,1,1,1,0,1,2,2,2,4,4,3,3,3,3,1,1,1
647,"Kyle Knott",6,14,2.3,"Machine Learning","Java","DotNet","English","Telugu","Kannada",5,2,3,1,3,0,"Programmer-1",4,4,4,4,2,2,0,2,3,3,3,1,1,1,1,1,1,0,0,2
648,"Dorothy Rodriguez",19,27,1.4,"DotNet","AI","Machine Learning","English","Chinese","Telugu",4,6,6,4,3,4,"Team Lead",2,2,2,2,4,4,0,4,1,1,1,3,3,1,1,1,1,1,1,4
649,"Charles Johnson",23,19,0.8,"AI","Machine Learning","Java","English","Kannada","Telugu",3,3,2,1,5,5,"Deployment-1",3,3,3,3,1,1,0,1,2,2,2,4,4,1,1,1,1,1,1,1
650,"Jeff Porter",6,7,1.2,"Java","JS","DotNet","English","Chinese","Hindi",2,2,0,1,1,1,"Programmer-2",1,1,1,1,2,2,0,2,4,4,4,1,1,1,1,1,1,1,1,2
651,"Marshall Russell",10,16,1.6,"Mobile","DotNet","Machine Learning","English","Japenese","Telugu",3,5,3,3,0,2,"Team Lead",2,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,4,4,1
652,"Mary Mcclain",5,5,1,"Mobile","DotNet","AI","English","Telugu","Hindi",1,1,2,1,0,0,"Programmer-3",1,1,1,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1
